timestamp,close,close_right,close_right,close_right,close_right,close_right,close_right,close_right,close_right,close_right
2024-03-05,63747.5,3554.99,393.5,0.5848,0.6932,0.15361,1.0353,125.46,9.254,80.99
2024-03-06,66127.7,3820.21,428.5,0.6126,0.7342,0.15796,1.118,130.76,10.534,85.5
2024-03-07,66870.1,3869.49,475.0,0.6281,0.7473,0.15779,1.1617,144.04,10.414,88.07
2024-03-08,68180.0,3883.24,485.0,0.6206,0.7245,0.16483,1.1258,144.77,10.642,87.28
2024-03-09,68360.9,3906.07,487.5,0.6205,0.742,0.1789,1.1582,144.33,10.505,90.29
2024-03-10,69006.0,3880.0,528.5,0.6048,0.718,0.17003,1.2311,144.43,10.271,87.42
2024-03-11,72150.8,4067.76,523.5,0.7223,0.7753,0.18239,1.2438,148.98,11.056,103.97
2024-03-12,71506.8,3982.01,537.5,0.6884,0.7425,0.16835,1.1827,151.21,10.748,97.39
2024-03-13,73127.6,4005.83,630.0,0.6897,0.7629,0.16925,1.2718,163.99,11.17,97.17
2024-03-14,71455.6,3882.02,604.5,0.6703,0.7514,0.17738,1.2241,176.74,11.499,93.83
2024-03-15,69531.3,3741.54,631.5,0.6282,0.7279,0.16362,1.1411,183.89,10.841,89.45
2024-03-16,65352.8,3525.18,576.5,0.6019,0.6628,0.1426,1.0445,181.52,9.7,83.99
2024-03-17,68450.2,3645.39,572.0,0.6136,0.6814,0.1543,1.089,201.97,10.082,85.96
2024-03-18,67655.6,3521.15,556.0,0.6462,0.6607,0.14359,1.0311,196.04,9.906,86.37
2024-03-19,61977.8,3160.41,509.0,0.5829,0.5879,0.12891,0.9334,169.97,8.747,77.97
2024-03-20,67875.8,3513.84,557.5,0.6116,0.6399,0.15211,1.0091,191.85,9.488,84.77
2024-03-21,65542.6,3492.79,554.0,0.6413,0.6323,0.15563,0.9962,179.39,9.184,85.76
2024-03-22,63824.0,3336.28,553.5,0.6108,0.6102,0.15327,0.9726,173.49,8.915,83.31
2024-03-23,64030.7,3331.18,554.0,0.6176,0.6304,0.16199,0.9826,172.9,8.977,85.33
2024-03-24,67254.0,3454.56,569.0,0.633,0.6392,0.17665,1.0124,183.46,9.376,89.7
