timestamp,open,high,low,close,volume,turnover
1642936500000,35829.0,35841.5,35699.5,35723.5,80.625,2883805.5615
1642937400000,35723.5,35725.0,35629.0,35648.5,124.332,4432674.455
1642938300000,35648.5,35721.5,35637.5,35686.0,96.361,3438732.3665
1642939200000,35686.0,35707.0,35600.5,35601.5,81.689,2913079.162
1642940100000,35601.5,35870.0,35555.0,35680.0,372.034,13262436.655
1642941000000,35680.0,35707.0,35623.5,35652.5,68.277,2435383.9705
1642941900000,35652.5,35807.0,35635.5,35804.0,99.383,3555133.7945
1642942800000,35804.0,35804.0,35703.0,35781.0,130.727,4675258.122
1642943700000,35781.0,35870.0,35779.0,35869.5,163.991,5870654.2785
1642944600000,35869.5,35869.5,35787.5,35841.5,88.505,3171212.977
1642945500000,35841.5,36017.5,35841.0,35974.0,143.918,5169254.9805
1642946400000,35974.0,36044.5,35742.0,35782.0,316.563,11356979.4555
1642947300000,35782.0,35782.5,35455.0,35593.0,453.546,16132261.1835
1642948200000,35593.0,35790.0,35400.0,35457.0,483.362,17180127.7205
1642949100000,35457.0,35480.5,35074.5,35315.5,314.86,11094851.3465
1642950000000,35315.5,35344.5,35202.5,35202.5,105.487,3721484.2145
1642950900000,35202.5,35361.5,35202.5,35285.5,135.059,4769765.4895
1642951800000,35285.5,35285.5,35130.0,35177.0,38.752,1363836.6875
1642952700000,35177.0,35341.0,35126.0,35306.0,56.246,1978775.24
1642953600000,35306.0,35436.5,35242.5,35324.0,77.071,2723773.8705
1642954500000,35324.0,35379.5,35196.0,35196.0,146.596,5177046.699
1642955400000,35196.0,35263.0,35150.5,35222.5,104.083,3664385.6715
1642956300000,35222.5,35296.5,35198.5,35199.0,215.284,7591104.3615
1642957200000,35199.0,35336.5,35185.5,35325.0,142.792,5038563.592
1642958100000,35325.0,35346.0,35262.5,35319.0,37.475,1323401.0095
1642959000000,35319.0,35391.0,35288.0,35333.5,249.534,8817571.347
1642959900000,35333.5,35432.0,35320.5,35332.5,168.798,5970379.807
1642960800000,35332.5,35389.0,35234.0,35254.5,155.426,5487643.945
1642961700000,35254.5,35276.0,35027.0,35124.0,252.946,8894236.5
1642962600000,35124.0,35209.5,35022.0,35150.0,150.272,5279867.848
1642963500000,35150.0,35150.0,34874.5,34960.5,354.891,12445141.568
1642964400000,34960.5,35039.0,34893.0,34917.0,53.081,1855145.3895
1642965300000,34917.0,35116.5,34854.5,35098.0,101.635,3559385.454
1642966200000,35098.0,35190.0,34662.5,34713.5,770.254,26805409.208
1642967100000,34713.5,34886.0,34601.0,34788.0,249.982,8687696.775
1642968000000,34788.0,35353.5,34718.0,35311.5,454.36,15881886.391
1642968900000,35311.5,35391.5,35075.0,35079.5,96.103,3382121.2655
1642969800000,35079.5,35225.0,35069.0,35188.5,33.891,1191589.1575
1642970700000,35188.5,35281.5,35167.0,35281.5,33.251,1171218.121
1642971600000,35281.5,35325.0,35112.0,35202.5,48.605,1712047.428
1642972500000,35202.5,35427.0,35173.5,35308.5,90.418,3192292.6385
1642973400000,35308.5,35518.5,35212.5,35489.5,118.868,4201313.552
1642974300000,35489.5,35552.5,35350.0,35350.5,45.838,1623128.62
1642975200000,35350.5,35437.5,35274.5,35309.5,25.947,917574.497
1642976100000,35309.5,35464.5,35289.5,35358.0,25.99,919591.0345
1642977000000,35358.0,35399.5,35352.0,35352.0,22.947,811807.5755
1642977900000,35352.0,35523.0,35322.5,35504.0,29.83,1057618.1185
1642978800000,35504.0,36426.0,35384.0,36356.5,763.416,27474853.267
1642979700000,36356.5,36495.0,36230.0,36328.5,276.318,10043688.2285
1642980600000,36328.5,36333.0,36134.0,36222.5,96.363,3488984.126
1642981500000,36222.5,36306.0,36221.5,36253.0,73.206,2655278.7
1642982400000,36253.0,36257.0,35960.0,35994.0,78.234,2823809.5515
1642983300000,35994.0,36040.0,35782.0,35822.5,126.784,4560225.928
